MA_h,Threshold,Hold_h,TopN,sharpe,sortino,maxdd,ann_ret,total_ret,win_rate,active_days
104,-0.8,26,5,1.7574460371183855,2.6482125329149264,-0.1479811708320018,0.26429880996848953,4.690154648946354,0.5405940594059406,1515
26,-0.9,13,10,1.7503231802051964,2.8465583999584814,-0.14299157205527324,0.26825648418985937,4.823548400450036,0.5532926001357773,1473
104,-0.8,8,5,1.7487288878477665,2.7246068104430505,-0.0960435331177597,0.2117557088283022,3.153820236299416,0.5297699594046008,1478
52,-0.5,26,20,1.7476786042166776,2.624904959637635,-0.1225173178440605,0.2510936762216316,4.264007675808445,0.5396007726980039,1553
52,-0.9,26,10,1.7459372023201682,2.66422439006096,-0.1626220642543692,0.2589693211218582,4.514705136845417,0.5399188092016238,1478
104,-0.5,26,20,1.7418661810821654,2.51108263198048,-0.13778732457303333,0.2619105467795775,4.610943747761345,0.5412903225806451,1550
52,-0.8,6,10,1.7239902088618966,2.899992633713319,-0.06602126887289894,0.18935382739006612,2.617127622740506,0.5363698164513936,1471
208,-0.6,8,20,1.7216300292909423,2.5648356431872323,-0.0784362920240067,0.18887561884914872,2.606358791869354,0.5427435387673957,1509
104,-0.7,8,10,1.7124830655027474,2.527296826769073,-0.09468987970365306,0.19291221453255147,2.698136752528432,0.5384615384615384,1495
104,-0.8,52,20,1.7116943273716658,2.511187556984239,-0.1373009406367891,0.2785801209154979,5.184315973121156,0.5505181347150259,1544
156,-0.8,8,5,1.710888275116736,2.519024688934294,-0.11484359289086954,0.21176147676283597,3.153966830912286,0.5450819672131147,1464
104,-0.8,4,10,1.6996576142584525,2.884785883944895,-0.07908370809290244,0.1895687440928242,2.621976409125449,0.5215017064846417,1465
52,-0.9,13,10,1.6970101331969427,2.6902959525995076,-0.11050971181298608,0.2681811890403232,4.820985549525098,0.5337465564738292,1452
156,-0.8,52,20,1.6906585740622295,2.523037156688832,-0.14089877084786728,0.27024337334073545,4.8915306242109615,0.5485789821546596,1513
26,-0.8,26,20,1.6875661411603275,2.2538065394893576,-0.1285883236785934,0.24711593919711206,4.141180138387293,0.5300970873786408,1545
26,-0.9,26,10,1.6871495936629277,2.505628884202084,-0.14143522518387341,0.2378143950701248,3.8635944150228285,0.5357142857142857,1484
156,-0.6,8,20,1.684527638136958,2.5152216601894217,-0.08890251172805119,0.18439469654205354,2.5067923858487453,0.5531208499335989,1506
26,-0.8,4,20,1.676949079657496,2.44820080492994,-0.06542577492744017,0.17518642346301894,2.3096233023982675,0.5446549391069012,1478
52,-0.6,8,20,1.675239027401629,2.5475819337242287,-0.07776294515971638,0.17998086627786414,2.4110506974116186,0.5258620689655172,1508
52,-0.4,26,20,1.6720225618229738,2.4537958361156718,-0.13166577724978823,0.24393778472238647,4.044832332181337,0.5357598978288634,1566
208,-0.8,52,20,1.6718188568657186,2.3281838998356372,-0.1512074924761242,0.2853191937023509,5.430109891531335,0.5517241379310345,1537
26,-0.8,8,20,1.670605820692149,2.317037054975113,-0.07671779054149419,0.1802033870275248,2.4158227456356154,0.5497661990647963,1497
156,-0.7,26,5,1.665876710941967,2.449653973602491,-0.12742271313890752,0.2528329551817503,4.318507009128199,0.5461741424802111,1516
156,-0.5,13,20,1.6639174240803585,2.434124614633249,-0.14290699764069825,0.21349196094106304,3.1981504765704116,0.551543007222587,1523
52,-0.8,52,20,1.6597696156073962,2.3936393592178966,-0.14914727604333322,0.25702772151907394,4.451960309898113,0.5419896640826873,1548
